Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2020-02-12 18:51:32;"GZCLP (B) Press";"Deadlift (Barbell)";3;50;kg;10;;;;0;;;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Front Squat (Barbell)";1;30;kg;10;;;;0;"Elbows to the sides ";;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Front Squat (Barbell)";2;30;kg;10;;;;0;;;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Front Squat (Barbell)";3;30;kg;10;;;;0;;;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Lat Pulldown (Cable)";1;25;kg;15;;;;0;"";;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Lat Pulldown (Cable)";2;25;kg;15;;;;0;;;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Lat Pulldown (Cable)";3;25;kg;26;;;;0;;;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Face Pull (Cable)";1;10;kg;15;;;;0;"";;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Face Pull (Cable)";2;10;kg;15;;;;0;;;1h 16m
2020-02-12 18:51:32;"GZCLP (B) Press";"Face Pull (Cable)";3;10;kg;20;;;;0;;;1h 16m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Stretching";1;;;;;;km;600;"";"";1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bench Press (Barbell)";1;22.5;kg;5;;;;0;"";;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bench Press (Barbell)";2;32.5;kg;5;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bench Press (Barbell)";3;42.5;kg;3;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bench Press (Barbell)";4;50;kg;5;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bench Press (Barbell)";5;50;kg;5;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bench Press (Barbell)";6;50;kg;5;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Squat (Barbell)";1;20;kg;5;;;;0;"";;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Squat (Barbell)";2;30;kg;5;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Squat (Barbell)";3;37.5;kg;3;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Squat (Barbell)";4;45;kg;10;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Squat (Barbell)";5;45;kg;10;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Squat (Barbell)";6;45;kg;10;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Romanian Deadlift (Barbell)";1;30;kg;15;;;;0;"";;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Romanian Deadlift (Barbell)";2;30;kg;15;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Romanian Deadlift (Barbell)";3;30;kg;15;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bent Over One Arm Row (Dumbbell)";1;8;kg;15;;;;0;"";;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bent Over One Arm Row (Dumbbell)";2;8;kg;15;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Bent Over One Arm Row (Dumbbell)";3;8;kg;15;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Hammer Curl (Dumbbell)";1;6;kg;15;;;;0;"";;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Hammer Curl (Dumbbell)";2;6;kg;15;;;;0;;;1h 9m
2020-02-14 23:22:15;"GZCLP (C) Bench";"Hammer Curl (Dumbbell)";3;6;kg;15;;;;0;;;1h 9m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Stretching";1;;;;;;km;600;"";"";1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Deadlift (Barbell)";1;85;kg;5;;;;0;"";;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Deadlift (Barbell)";2;85;kg;5;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Deadlift (Barbell)";3;85;kg;5;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Overhead Press (Barbell)";1;25;kg;10;;;;0;"";;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Overhead Press (Barbell)";2;25;kg;10;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Overhead Press (Barbell)";3;25;kg;10;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Front Squat (Barbell)";1;35;kg;10;;;;0;"";;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Front Squat (Barbell)";2;35;kg;10;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Front Squat (Barbell)";3;35;kg;10;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Lat Pulldown (Cable)";1;30;kg;15;;;;0;"";;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Lat Pulldown (Cable)";2;30;kg;15;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Lat Pulldown (Cable)";3;30;kg;15;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Face Pull (Cable)";1;10;kg;15;;;;0;"";;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Face Pull (Cable)";2;10;kg;15;;;;0;;;1h 6m
2020-02-17 19:57:39;"GZCLP (D) Deadlift";"Face Pull (Cable)";3;10;kg;15;;;;0;;;1h 6m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Stretching";1;;;;;;km;480;"";"";1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Squat (Barbell)";1;35;kg;5;;;;0;"";;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Squat (Barbell)";2;52.5;kg;5;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Squat (Barbell)";3;67.5;kg;3;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Squat (Barbell)";4;80;kg;5;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Squat (Barbell)";5;80;kg;5;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Squat (Barbell)";6;80;kg;5;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Bench Press (Barbell)";1;30;kg;10;;;;0;"";;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Bench Press (Barbell)";2;30;kg;10;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Bench Press (Barbell)";3;30;kg;10;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Snatch Pull (Barbell)";1;40;kg;10;;;;0;"";;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Snatch Pull (Barbell)";2;40;kg;10;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Snatch Pull (Barbell)";3;40;kg;10;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Bent Over One Arm Row (Dumbbell)";1;8;kg;15;;;;0;"";;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Bent Over One Arm Row (Dumbbell)";2;8;kg;15;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Bent Over One Arm Row (Dumbbell)";3;8;kg;15;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Hammer Curl (Dumbbell)";1;6;kg;15;;;;0;"";;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Hammer Curl (Dumbbell)";2;6;kg;15;;;;0;;;1h 19m
2020-02-19 19:06:31;"GZCLP (A) Squat";"Hammer Curl (Dumbbell)";3;6;kg;15;;;;0;;;1h 19m
2020-02-21 19:24:42;"GZCLP (B) Press";"Overhead Press (Barbell)";1;40;kg;3;;;;0;"";"";1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Overhead Press (Barbell)";2;40;kg;3;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Overhead Press (Barbell)";3;40;kg;2;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Overhead Press (Barbell)";4;40;kg;3;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Overhead Press (Barbell)";5;40;kg;3;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Front Squat (Barbell)";1;40;kg;10;;;;0;"Elbows to the sides ";;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Front Squat (Barbell)";2;40;kg;10;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Front Squat (Barbell)";3;40;kg;7;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Deadlift (Barbell)";1;40;kg;5;;;;0;"";;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Deadlift (Barbell)";2;40;kg;5;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Deadlift (Barbell)";3;40;kg;5;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Lat Pulldown (Cable)";1;30;kg;15;;;;0;"";;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Lat Pulldown (Cable)";2;30;kg;15;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Lat Pulldown (Cable)";3;30;kg;20;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Face Pull (Cable)";1;10;kg;15;;;;0;"";;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Face Pull (Cable)";2;10;kg;15;;;;0;;;1h 7m
2020-02-21 19:24:42;"GZCLP (B) Press";"Face Pull (Cable)";3;10;kg;15;;;;0;;;1h 7m
2020-02-25 18:36:13;"A2S2 TMT1";"Squat (Barbell)";1;25;kg;5;;;;0;"";"";1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Squat (Barbell)";2;37.5;kg;5;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Squat (Barbell)";3;50;kg;3;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Squat (Barbell)";4;57.5;kg;5;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Squat (Barbell)";5;57.5;kg;5;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Squat (Barbell)";6;57.5;kg;5;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Squat (Barbell)";7;57.5;kg;5;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Squat (Barbell)";8;57.5;kg;14;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Snatch Pull (Barbell)";1;50;kg;5;;;;0;"";;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Snatch Pull (Barbell)";2;50;kg;5;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Snatch Pull (Barbell)";3;50;kg;5;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Incline Bench Press (Barbell)";1;35;kg;5;;;;0;"";;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Incline Bench Press (Barbell)";2;35;kg;5;;;;0;;;1h 6m
2020-02-25 18:36:13;"A2S2 TMT1";"Incline Bench Press (Barbell)";3;35;kg;5;;;;0;;;1h 6m
2020-02-27 19:00:15;"A2S2 TMT2";"Bench Press (Barbell)";1;20;kg;5;;;;0;"";"";52m
2020-02-27 19:00:15;"A2S2 TMT2";"Bench Press (Barbell)";2;25;kg;5;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Bench Press (Barbell)";3;32.5;kg;3;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Bench Press (Barbell)";4;37.5;kg;6;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Bench Press (Barbell)";5;37.5;kg;6;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Bench Press (Barbell)";6;37.5;kg;6;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Bench Press (Barbell)";7;37.5;kg;6;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Bench Press (Barbell)";8;37.5;kg;15;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Overhead Press (Barbell)";1;30;kg;6;;;;0;"";;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Overhead Press (Barbell)";2;30;kg;6;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Overhead Press (Barbell)";3;30;kg;6;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Overhead Press (Barbell)";4;30;kg;6;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Overhead Press (Barbell)";5;30;kg;5;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Front Squat (Barbell)";1;40;kg;5;;;;0;"";;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Front Squat (Barbell)";2;40;kg;5;;;;0;;;52m
2020-02-27 19:00:15;"A2S2 TMT2";"Front Squat (Barbell)";3;40;kg;5;;;;0;;;52m
2020-02-29 19:31:18;"A2S2 TMT3";"Deadlift (Barbell)";1;62.5;kg;6;;;;0;"";"";1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Deadlift (Barbell)";2;62.5;kg;6;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Deadlift (Barbell)";3;62.5;kg;6;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Deadlift (Barbell)";4;62.5;kg;6;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Deadlift (Barbell)";5;62.5;kg;9;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Bench Press - Close Grip (Barbell)";1;27.5;kg;8;;;;0;"";;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Bench Press - Close Grip (Barbell)";2;27.5;kg;8;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Bench Press - Close Grip (Barbell)";3;27.5;kg;8;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Bench Press - Close Grip (Barbell)";4;27.5;kg;8;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Bench Press - Close Grip (Barbell)";5;27.5;kg;20;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Squat (Barbell)";1;45;kg;8;;;;0;"";;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Squat (Barbell)";2;45;kg;8;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Squat (Barbell)";3;45;kg;8;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Squat (Barbell)";4;45;kg;8;;;;0;;;1h 19m
2020-02-29 19:31:18;"A2S2 TMT3";"Squat (Barbell)";5;45;kg;15;;;;0;;;1h 19m
2020-03-03 00:05:30;"A";"Squat (Barbell)";1;35;kg;5;;;;0;"";"";45m
2020-03-03 00:05:30;"A";"Squat (Barbell)";2;50;kg;3;;;;0;;;45m
2020-03-03 00:05:30;"A";"Squat (Barbell)";3;65;kg;2;;;;0;;;45m
2020-03-03 00:05:30;"A";"Squat (Barbell)";4;75;kg;5;;;;0;;;45m
2020-03-03 00:05:30;"A";"Squat (Barbell)";5;75;kg;5;;;;0;;;45m
2020-03-03 00:05:30;"A";"Squat (Barbell)";6;75;kg;5;;;;0;;;45m
2020-03-03 00:05:30;"A";"Overhead Press (Barbell)";1;20;kg;5;;;;0;"";;45m
2020-03-03 00:05:30;"A";"Overhead Press (Barbell)";2;22.5;kg;3;;;;0;;;45m
2020-03-03 00:05:30;"A";"Overhead Press (Barbell)";3;30;kg;2;;;;0;;;45m
2020-03-03 00:05:30;"A";"Overhead Press (Barbell)";4;35;kg;5;;;;0;;;45m
2020-03-03 00:05:30;"A";"Overhead Press (Barbell)";5;35;kg;5;;;;0;;;45m
2020-03-03 00:05:30;"A";"Overhead Press (Barbell)";6;35;kg;5;;;;0;;;45m
2020-03-03 00:05:30;"A";"Deadlift (Barbell)";1;70;kg;5;;;;0;"";;45m
2020-03-04 20:11:56;"B";"Squat (Barbell)";1;35;kg;5;;;;0;"";"";1h 26m
2020-03-04 20:11:56;"B";"Squat (Barbell)";2;52.5;kg;3;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Squat (Barbell)";3;67.5;kg;2;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Squat (Barbell)";4;75;kg;1;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Squat (Barbell)";5;80;kg;5;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Squat (Barbell)";6;80;kg;5;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Squat (Barbell)";7;80;kg;5;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Bench Press (Barbell)";1;22.5;kg;5;;;;0;"";;1h 26m
2020-03-04 20:11:56;"B";"Bench Press (Barbell)";2;35;kg;3;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Bench Press (Barbell)";3;45;kg;2;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Bench Press (Barbell)";4;50;kg;1;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Bench Press (Barbell)";5;52.5;kg;5;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Bench Press (Barbell)";6;52.5;kg;5;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Bench Press (Barbell)";7;52.5;kg;5;;;;0;;;1h 26m
2020-03-04 20:11:56;"B";"Deadlift (Barbell)";1;80;kg;5;;;;0;"";;1h 26m
2020-03-06 20:44:42;"A";"Squat (Barbell)";1;37.5;kg;5;;;;0;"";"";1h 30m
2020-03-06 20:44:42;"A";"Squat (Barbell)";2;52.5;kg;3;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Squat (Barbell)";3;70;kg;2;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Squat (Barbell)";4;77.5;kg;1;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Squat (Barbell)";5;82.5;kg;5;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Squat (Barbell)";6;82.5;kg;5;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Squat (Barbell)";7;82.5;kg;5;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Overhead Press (Barbell)";1;37.5;kg;1;;;;0;"";;1h 30m
2020-03-06 20:44:42;"A";"Overhead Press (Barbell)";2;30;kg;4;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Overhead Press (Barbell)";3;30;kg;4;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Overhead Press (Barbell)";4;30;kg;4;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Overhead Press (Barbell)";5;30;kg;4;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Overhead Press (Barbell)";6;30;kg;4;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Overhead Press (Barbell)";7;30;kg;4;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Deadlift (Barbell)";1;90;kg;5;;;;0;"";;1h 30m
2020-03-06 20:44:42;"A";"Bench Press - Close Grip (Barbell)";1;45;kg;8;;;;0;"";;1h 30m
2020-03-06 20:44:42;"A";"Bench Press - Close Grip (Barbell)";2;45;kg;8;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Bench Press - Close Grip (Barbell)";3;45;kg;8;;;;0;;;1h 30m
2020-03-06 20:44:42;"A";"Bench Press - Close Grip (Barbell)";4;40;kg;5;;;;0;;;1h 30m
2020-03-09 19:20:48;"B";"Squat (Barbell)";1;37.5;kg;5;;;;0;"";"";1h 37m
2020-03-09 19:20:48;"B";"Squat (Barbell)";2;55;kg;3;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Squat (Barbell)";3;72.5;kg;2;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Squat (Barbell)";4;80;kg;1;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Squat (Barbell)";5;85;kg;5;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Squat (Barbell)";6;85;kg;5;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Squat (Barbell)";7;85;kg;5;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";1;25;kg;5;;;;0;"";;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";2;35;kg;3;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";3;47.5;kg;2;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";4;55;kg;1;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";5;47.5;kg;5;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";6;47.5;kg;5;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";7;47.5;kg;5;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";8;47.5;kg;5;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Bench Press (Barbell)";9;47.5;kg;5;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Deadlift (Barbell)";1;95;kg;5;;;;0;"";;1h 37m
2020-03-09 19:20:48;"B";"Overhead Press (Barbell)";1;30;kg;8;;;;0;"";;1h 37m
2020-03-09 19:20:48;"B";"Overhead Press (Barbell)";2;30;kg;8;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Overhead Press (Barbell)";3;30;kg;8;;;;0;;;1h 37m
2020-03-09 19:20:48;"B";"Overhead Press (Barbell)";4;30;kg;8;;;;0;;;1h 37m
2020-03-11 18:41:22;"A";"Squat (Barbell)";1;40;kg;5;;;;0;"";"";1h 30m
2020-03-11 18:41:22;"A";"Squat (Barbell)";2;57.5;kg;3;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Squat (Barbell)";3;75;kg;2;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Squat (Barbell)";4;82.5;kg;1;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Squat (Barbell)";5;87.5;kg;5;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Squat (Barbell)";6;87.5;kg;5;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Squat (Barbell)";7;87.5;kg;5;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";1;20;kg;5;;;;0;"";;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";2;25;kg;3;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";3;35;kg;2;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";4;37.5;kg;1;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";5;40;kg;1;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";6;32.5;kg;4;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";7;32.5;kg;4;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";8;32.5;kg;4;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";9;32.5;kg;4;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";10;32.5;kg;4;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Overhead Press (Barbell)";11;32.5;kg;4;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Deadlift (Barbell)";1;92.5;kg;5;;;;0;"";;1h 30m
2020-03-11 18:41:22;"A";"Bench Press - Close Grip (Barbell)";1;20;kg;5;;;;0;"";;1h 30m
2020-03-11 18:41:22;"A";"Bench Press - Close Grip (Barbell)";2;30;kg;3;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Bench Press - Close Grip (Barbell)";3;37.5;kg;2;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Bench Press - Close Grip (Barbell)";4;42.5;kg;1;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Bench Press - Close Grip (Barbell)";5;45;kg;8;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Bench Press - Close Grip (Barbell)";6;45;kg;8;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Bench Press - Close Grip (Barbell)";7;45;kg;7;;;;0;;;1h 30m
2020-03-11 18:41:22;"A";"Bench Press - Close Grip (Barbell)";8;45;kg;7;;;;0;;;1h 30m
2020-06-08 18:17:05;"A";"Squat (Barbell)";1;60;kg;5;;;;0;"";"";1h 17m
2020-06-08 18:17:05;"A";"Squat (Barbell)";2;60;kg;5;;;;0;;;1h 17m
2020-06-08 18:17:05;"A";"Overhead Press (Barbell)";1;22.5;kg;5;;;;0;"";;1h 17m
2020-06-08 18:17:05;"A";"Overhead Press (Barbell)";2;22.5;kg;5;;;;0;;;1h 17m
2020-06-08 18:17:05;"A";"Overhead Press (Barbell)";3;22.5;kg;5;;;;0;;;1h 17m
2020-06-08 18:17:05;"A";"Deadlift (Barbell)";1;50;kg;5;;;;0;"";;1h 17m
2020-06-10 22:42:30;"B";"Squat (Barbell)";1;27.5;kg;5;;;;0;"";"";48m
2020-06-10 22:42:30;"B";"Squat (Barbell)";2;40;kg;3;;;;0;;;48m
2020-06-10 22:42:30;"B";"Squat (Barbell)";3;50;kg;2;;;;0;;;48m
2020-06-10 22:42:30;"B";"Squat (Barbell)";4;60;kg;5;;;;0;;;48m
2020-06-10 22:42:30;"B";"Squat (Barbell)";5;60;kg;5;;;;0;;;48m
2020-06-10 22:42:30;"B";"Squat (Barbell)";6;60;kg;5;;;;0;;;48m
2020-06-10 22:42:30;"B";"Bench Press (Barbell)";1;27.5;kg;5;;;;0;"";;48m
2020-06-10 22:42:30;"B";"Bench Press (Barbell)";2;27.5;kg;5;;;;0;;;48m
2020-06-10 22:42:30;"B";"Bench Press (Barbell)";3;27.5;kg;5;;;;0;;;48m
2020-06-10 22:42:30;"B";"Deadlift (Barbell)";1;60;kg;5;;;;0;"";;48m
2020-06-12 22:35:00;"A";"Squat (Barbell)";1;65;kg;5;;;;0;"";"";32m
2020-06-12 22:35:00;"A";"Squat (Barbell)";2;65;kg;5;;;;0;;;32m
2020-06-12 22:35:00;"A";"Squat (Barbell)";3;65;kg;5;;;;0;;;32m
2020-06-12 22:35:00;"A";"Overhead Press (Barbell)";1;25;kg;5;;;;0;"";;32m
2020-06-12 22:35:00;"A";"Overhead Press (Barbell)";2;25;kg;5;;;;0;;;32m
